time,env_condition,Electric UV light,PM Sensor,Motion Detect,Air Q sensor,temperature,humidity,CO reading
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.6,74.7,0.003
3:50:00 pm,warm & dry,Off,0.007686136,Off,0.021,26.3,49.2,0.005
6:14:00 pm,var temp & humid,On,0.006893641,Off,0.018,28,77.6,0.004
8:38:00 pm,warm & dry,Off,0.007679592,Off,0.02,24.4,49.3,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.6,74.7,0.003
1:26:00 am,var temp & humid,On,0.006893641,Off,0.018,31,77.6,0.004
3:50:00 am,warm & dry,Off,0.007732751,Off,0.021,23.3,49.2,0.005
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,22.6,74.8,0.003
8:38:00 am,var temp & humid,On,0.00690707,Off,0.018,30,77.7,0.004
11:02:00 am,warm & dry,Off,0.007729584,Off,0.021,25.3,49.2,0.005
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.6,74.8,0.003
3:50:00 pm,var temp & humid,On,0.006918337,Off,0.018,30,77.8,0.004
6:14:00 pm,warm & dry,Off,0.007697251,Off,0.021,23.3,49.2,0.005
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.6,74.8,0.003
11:02:00 pm,var temp & humid,On,0.00690707,Off,0.018,28,77.8,0.004
1:26:00 am,warm & dry,Off,0.007694031,Off,0.021,26.3,49.1,0.005
3:50:00 am,warm & dry,Off,0.007697204,Off,0.021,24.3,49.1,0.005
6:14:00 am,var temp & humid,On,0.00690707,Off,0.018,30,77.9,0.004
8:38:00 am,warm & dry,Off,0.007716603,Off,0.021,24.3,49.1,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,22.6,74.7,0.003
1:26:00 pm,var temp & humid,On,0.00690707,Off,0.018,30,77.9,0.004
3:50:00 pm,warm & dry,Off,0.007700449,Off,0.021,23.3,49.1,0.005
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.6,74.8,0.003
8:38:00 pm,warm & dry,Off,0.007673195,Off,0.02,25.3,49.1,0.005
11:02:00 pm,var temp & humid,On,0.006925101,Off,0.018,28,78,0.004
1:26:00 am,warm & dry,Off,0.007708541,Off,0.021,25.3,49.1,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,23.6,74.7,0.003
6:14:00 am,var temp & humid,On,,Off,0.018,28,78,0.004
8:38:00 am,warm & dry,Off,0.007685995,Off,0.021,25.3,49.1,0.005
11:02:00 am,warm & dry,Off,0.007673227,Off,0.02,24.3,49.1,0.005
1:26:00 pm,var temp & humid,On,0.006916078,Off,0.018,30,78.1,0.004
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.6,74.8,0.003
6:14:00 pm,warm & dry,Off,0.007657197,Off,0.02,26.3,49.1,0.005
8:38:00 pm,var temp & humid,On,0.006943189,Off,0.018,28,78,0.004
11:02:00 pm,warm & dry,Off,0.007681145,Off,0.02,25.3,49.1,0.005
1:26:00 am,cold & wet,Off,0.005114383,Off,0.013,21.6,74.8,0.003
3:50:00 am,warm & dry,Off,0.007711789,Off,0.021,24.3,49.1,0.005
6:14:00 am,var temp & humid,On,0.006943189,Off,0.018,31,78,0.004
8:38:00 am,warm & dry,Off,0.007673195,Off,0.02,25.3,49,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,22.6,74.8,0.003
1:26:00 pm,warm & dry,Off,0.007711791,Off,0.021,23.3,49,0.005
3:50:00 pm,warm & dry,Off,0.007651049,Off,0.02,26.2,48.9,0.005
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.6,74.9,0.003
8:38:00 pm,var temp & humid,On,0.006952255,Off,0.018,31,77.9,0.004
11:02:00 pm,warm & dry,Off,0.007679638,Off,0.02,24.3,48.9,0.005
1:26:00 am,cold & wet,Off,0.005114383,Off,0.013,23.6,74.8,0.003
3:50:00 am,warm & dry,Off,0.007710122,Off,0.021,26.3,48.9,0.005
6:14:00 am,var temp & humid,On,0.006952255,Off,0.018,31,77.9,0.004
8:38:00 am,warm & dry,Off,0.00769079,Off,0.021,25.2,48.9,0.005
11:02:00 am,var temp & humid,On,0.006943189,Off,0.018,28,77.9,0.004
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,23.6,74.7,0.003
3:50:00 pm,warm & dry,Off,0.007689234,Off,0.021,24.2,48.9,0.005
6:14:00 pm,var temp & humid,On,0.006952255,Off,0.018,30,78,0.004
8:38:00 pm,warm & dry,Off,0.007673227,Off,0.02,24.2,48.8,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,23.6,74.7,0.003
1:26:00 am,warm & dry,Off,0.007674747,Off,0.02,25.2,48.9,0.005
3:50:00 am,var temp & humid,On,0.006952255,Off,0.018,30,77.4,0.004
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,21.6,74.7,0.003
8:38:00 am,warm & dry,Off,0.007681145,Off,0.02,25.2,48.8,0.005
11:02:00 am,var temp & humid,On,0.006929676,Off,0.018,31,78,0.004
1:26:00 pm,warm & dry,Off,0.007700449,Off,0.021,25.2,48.9,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.6,74.7,0.003
6:14:00 pm,warm & dry,Off,0.007681145,Off,0.02,24.2,48.9,0.005
8:38:00 pm,var temp & humid,On,0.006952255,Off,0.018,28,78.2,0.004
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.6,74.7,0.003
1:26:00 am,warm & dry,Off,0.007679592,Off,0.02,23.2,48.9,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,20.6,74.8,0.003
6:14:00 am,warm & dry,Off,0.007732751,Off,0.021,23.2,48.9,0.005
8:38:00 am,var temp & humid,On,0.006954528,Off,0.018,29,78,0.004
11:02:00 am,warm & dry,Off,0.007698891,Off,0.021,24.2,48.8,0.005
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.6,74.2,0.003
3:50:00 pm,warm & dry,Off,0.007700449,Off,0.021,22.2,48.8,0.005
6:14:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.6,75.1,0.003
8:38:00 pm,warm & dry,Off,0.007684382,Off,0.021,22.2,48.9,0.005
11:02:00 pm,var temp & humid,On,0.006934138,Off,0.018,27,78.1,0.004
1:26:00 am,warm & dry,Off,0.007646058,Off,0.02,22.2,48.9,0.005
3:50:00 am,cold & wet,Off,0.004991855,Off,0.013,19.6,74.9,0.003
6:14:00 am,warm & dry,Off,0.007657197,Off,0.02,22.2,48.8,0.005
8:38:00 am,var temp & humid,On,0.006925101,Off,0.018,27,78,0.004
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,19.6,74.6,0.003
1:26:00 pm,warm & dry,Off,0.007690895,Off,0.021,,48.8,
3:50:00 pm,warm & dry,Off,0.007666837,Off,0.02,22.2,48.8,0.005
6:14:00 pm,warm & dry,Off,0.007676466,Off,0.02,22.2,48.8,0.005
8:38:00 pm,var temp & humid,On,0.006893641,Off,0.018,27,77.9,0.004
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.6,74.6,0.003
1:26:00 am,warm & dry,Off,0.00767815,Off,0.02,22.2,48.8,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.6,0.003
6:14:00 am,warm & dry,Off,0.007665384,Off,0.02,22.2,48.8,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.5,0.003
11:02:00 am,warm & dry,Off,0.007679592,Off,0.02,22.1,48.8,0.005
1:26:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.8,0.004
3:50:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,74.5,0.003
6:14:00 pm,warm & dry,Off,0.007695647,Off,0.021,22.1,48.8,0.005
8:38:00 pm,var temp & humid,On,0.006916078,Off,0.018,27,77.8,0.004
11:02:00 pm,warm & dry,Off,0.007681145,Off,0.02,22.1,48.8,0.005
1:26:00 am,warm & dry,Off,0.007697204,Off,0.021,22.1,48.8,0.005
3:50:00 am,var temp & humid,On,0.006916078,Off,0.018,27,77.9,0.004
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.5,0.003
8:38:00 am,warm & dry,Off,0.007666805,Off,0.02,22.1,48.8,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.5,0.003
1:26:00 pm,warm & dry,Off,0.007686103,Off,0.021,22.1,48.8,0.005
3:50:00 pm,warm & dry,Off,0.007706919,Off,0.021,22.1,48.8,0.005
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,,74.6,0.003
8:38:00 pm,warm & dry,Off,0.007706873,Off,0.021,22.1,48.8,0.005
11:02:00 pm,var temp & humid,On,0.006893641,Off,0.018,27,78,0.004
1:26:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.5,0.003
3:50:00 am,warm & dry,Off,0.007658999,Off,0.02,22.1,48.8,0.005
6:14:00 am,warm & dry,Off,0.00769079,Off,0.021,22.1,48.8,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.8,0.003
11:02:00 am,var temp & humid,On,0.006925101,Off,0.018,27,78.1,0.004
1:26:00 pm,warm & dry,Off,0.007700449,Off,0.021,22.1,48.8,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,74.6,0.003
6:14:00 pm,warm & dry,Off,0.007700449,Off,0.021,22.1,48.8,0.005
8:38:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,74.7,0.003
11:02:00 pm,warm & dry,Off,0.007690898,Off,0.021,22.1,48.8,0.005
1:26:00 am,var temp & humid,On,0.006840238,Off,0.018,27,78.2,0.004
3:50:00 am,warm & dry,Off,0.007695647,Off,0.021,22.1,48.8,0.005
6:14:00 am,warm & dry,Off,0.007694031,Off,0.021,22.1,48.8,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.7,0.003
11:02:00 am,var temp & humid,On,0.00690707,Off,0.018,27,78.8,0.004
1:26:00 pm,warm & dry,Off,0.007708594,Off,0.021,22.1,48.8,0.005
3:50:00 pm,warm & dry,Off,0.007742474,Off,0.021,22.1,48.8,0.005
6:14:00 pm,var temp & humid,On,0.006925101,Off,0.018,27.1,78.9,0.004
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,74.5,0.003
11:02:00 pm,warm & dry,Off,0.007727928,Off,0.021,22.1,48.7,0.005
1:26:00 am,var temp & humid,On,0.006952255,Off,0.018,27.1,79,0.004
3:50:00 am,warm & dry,Off,0.007705313,Off,0.021,22.1,48.8,0.005
6:14:00 am,var temp & humid,On,0.006934138,Off,0.018,27,78.8,0.004
8:38:00 am,warm & dry,Off,0.007692454,Off,0.021,22.1,48.8,0.005
11:02:00 am,cold & wet,Off,0.005156333,Off,0.013,19.5,74.6,0.003
1:26:00 pm,warm & dry,Off,0.007694031,Off,0.021,22.1,48.8,0.005
3:50:00 pm,var temp & humid,On,0.006952255,Off,0.018,27,78.5,0.004
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,74.7,0.003
8:38:00 pm,warm & dry,Off,0.007692451,Off,0.021,22,48.8,0.005
11:02:00 pm,var temp & humid,On,0.006943189,Off,0.018,27,78.5,
1:26:00 am,warm & dry,Off,0.007723043,Off,0.021,22,48.9,0.005
3:50:00 am,cold & wet,Off,0.005052672,Off,0.013,19.5,74.6,0.003
6:14:00 am,warm & dry,Off,0.007666837,Off,0.02,22,48.8,0.005
8:38:00 am,var temp & humid,On,0.006840238,Off,0.018,27.1,78.8,0.004
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.7,0.003
1:26:00 pm,warm & dry,Off,0.007735967,Off,0.021,22,48.8,0.005
3:50:00 pm,var temp & humid,On,0.006840238,Off,0.018,27,78.3,0.004
6:14:00 pm,cold & wet,Off,0.004991855,Off,0.013,19.5,74.7,0.003
8:38:00 pm,warm & dry,Off,0.007678039,Off,0.02,22,49,0.005
11:02:00 pm,var temp & humid,On,0.006840238,Off,0.018,27,78.2,0.004
1:26:00 am,cold & wet,Off,0.005052672,Off,0.013,19.5,74.7,0.003
3:50:00 am,warm & dry,Off,0.00772309,Off,0.021,22,49.2,0.005
6:14:00 am,var temp & humid,On,0.006840238,Off,0.018,27,78.2,0.004
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,74.8,0.003
11:02:00 am,warm & dry,Off,0.007694031,Off,0.021,22,49.2,0.005
1:26:00 pm,var temp & humid,On,0.006840238,Off,0.018,27,78.2,0.004
3:50:00 pm,warm & dry,Off,0.007694069,Off,0.021,22,49.4,0.005
6:14:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,74.9,0.003
8:38:00 pm,warm & dry,Off,0.007694031,Off,0.021,22,49.4,0.005
11:02:00 pm,var temp & humid,On,0.006813836,Off,0.018,27,78.2,0.004
1:26:00 am,cold & wet,Off,0.005052672,Off,0.013,19.5,74.9,0.003
3:50:00 am,warm & dry,Off,0.007723084,Off,0.021,22,49.3,0.005
6:14:00 am,warm & dry,Off,0.007734426,Off,0.021,22,49.4,0.005
8:38:00 am,var temp & humid,On,0.006831423,Off,0.018,27,78.2,0.004
11:02:00 am,warm & dry,Off,0.007689234,Off,0.021,22,49.5,0.005
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,74.9,0.003
3:50:00 pm,warm & dry,Off,0.007678071,Off,0.02,22,49.5,0.005
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75,0.003
8:38:00 pm,warm & dry,Off,0.007698891,Off,0.021,22,49.5,0.005
11:02:00 pm,var temp & humid,On,0.006844707,Off,0.018,27,78,0.004
1:26:00 am,warm & dry,Off,0.007668355,Off,0.02,22,49.7,0.005
3:50:00 am,warm & dry,Off,0.007702115,Off,0.021,22,50,0.005
6:14:00 am,var temp & humid,On,0.006835961,Off,0.018,27,77.9,0.004
8:38:00 am,warm & dry,Off,0.007706919,Off,0.021,22,50.1,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75,0.003
1:26:00 pm,warm & dry,Off,0.00767798,Off,0.02,22,49.9,0.005
3:50:00 pm,var temp & humid,On,0.006840238,Off,0.018,27,77.9,0.004
6:14:00 pm,warm & dry,Off,0.007735967,Off,0.021,22,49.8,0.005
8:38:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,75.2,0.003
11:02:00 pm,warm & dry,Off,0.007706966,Off,0.021,22,49.8,0.005
1:26:00 am,warm & dry,Off,0.00768762,Off,0.021,22,49.9,0.005
3:50:00 am,var temp & humid,On,0.006880243,Off,0.018,27,77.9,0.004
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75,0.003
8:38:00 am,warm & dry,Off,0.007723043,Off,0.021,22,50.1,0.005
11:02:00 am,warm & dry,Off,0.00771981,Off,0.021,22.1,50.2,0.005
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
3:50:00 pm,warm & dry,Off,0.007723105,Off,0.021,22,50.2,0.005
6:14:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.9,0.004
8:38:00 pm,warm & dry,Off,0.007718227,Off,0.021,22,50.3,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
1:26:00 am,var temp & humid,On,0.006916078,Off,0.018,27,77.9,0.004
3:50:00 am,warm & dry,Off,0.007708541,Off,0.021,22,50.4,0.005
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
8:38:00 am,warm & dry,Off,0.007734426,Off,0.021,22,50.4,0.005
11:02:00 am,var temp & humid,On,0.006929676,Off,0.018,27,77.9,0.004
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.2,0.003
3:50:00 pm,warm & dry,Off,0.007694031,Off,0.021,22,50.5,0.005
6:14:00 pm,var temp & humid,On,0.006943189,Off,0.018,27,78,0.004
8:38:00 pm,warm & dry,Off,0.007718227,Off,0.021,22,50.7,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.3,0.003
1:26:00 am,warm & dry,Off,0.007690898,Off,0.021,22,50.8,0.005
3:50:00 am,var temp & humid,On,0.006952255,Off,0.018,27,78,0.004
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.4,0.003
8:38:00 am,warm & dry,Off,0.007673195,Off,0.02,22.1,50.9,0.005
11:02:00 am,var temp & humid,On,0.006991084,Off,0.019,27,78.1,0.004
1:26:00 pm,warm & dry,Off,0.007742474,Off,0.021,22.1,50.8,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.4,0.003
6:14:00 pm,warm & dry,Off,0.007734379,Off,0.021,22.1,50.8,0.005
8:38:00 pm,var temp & humid,On,0.006952255,Off,0.018,27,78.1,0.004
11:02:00 pm,warm & dry,Off,0.007732751,Off,0.021,22.1,50.7,0.005
1:26:00 am,var temp & humid,On,0.007037249,Off,0.019,27,78.1,0.004
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.4,0.003
6:14:00 am,warm & dry,Off,0.007700449,Off,0.021,22.1,50.7,0.005
8:38:00 am,var temp & humid,On,0.006952255,Off,0.018,27.1,78.2,0.004
11:02:00 am,warm & dry,Off,0.007716556,Off,0.021,22.1,50.6,0.005
1:26:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,75.4,0.003
3:50:00 pm,warm & dry,Off,0.007694031,Off,0.021,22.1,50.6,0.005
6:14:00 pm,var temp & humid,On,0.006963631,Off,0.018,27,78.1,0.004
8:38:00 pm,warm & dry,Off,0.007684428,Off,0.021,22.1,50.6,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.4,0.003
1:26:00 am,warm & dry,Off,0.007710169,Off,0.021,22.1,50.5,0.005
3:50:00 am,var temp & humid,On,0.006991084,Off,0.019,27,78,0.004
6:14:00 am,warm & dry,Off,0.007734379,Off,0.021,22.1,50.5,0.005
8:38:00 am,var temp & humid,On,0.007190871,Off,0.019,27,78.1,0.005
11:02:00 am,warm & dry,Off,0.007718227,Off,0.021,22.1,50.5,0.005
1:26:00 pm,var temp & humid,On,0.007253979,Off,0.019,27,78.1,0.005
3:50:00 pm,warm & dry,Off,0.007748987,Off,0.021,22.1,50.5,0.005
6:14:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,75.2,0.003
8:38:00 pm,warm & dry,Off,0.007726301,Off,0.021,22.1,50.5,0.005
11:02:00 pm,warm & dry,Off,0.007714973,Off,0.021,22.1,50.6,0.005
1:26:00 am,var temp & humid,On,0.006963631,Off,0.018,27,78.1,0.004
3:50:00 am,warm & dry,Off,0.007765305,Off,0.021,22.1,50.6,0.005
6:14:00 am,var temp & humid,On,0.00690707,Off,0.018,27,78.3,0.004
8:38:00 am,warm & dry,Off,0.007708541,Off,0.021,22.1,50.6,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
1:26:00 pm,warm & dry,Off,0.007788308,Off,0.021,22.1,50.7,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
6:14:00 pm,var temp & humid,On,0.007077058,Off,0.019,27,78.3,0.004
8:38:00 pm,warm & dry,Off,0.007723043,Off,0.021,22.2,50.7,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
1:26:00 am,warm & dry,Off,0.007758775,Off,0.021,22.1,50.7,0.005
3:50:00 am,var temp & humid,On,0.006963631,Off,0.018,27,78.3,0.004
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,62.3,0.003
8:38:00 am,warm & dry,Off,0.007739255,Off,0.021,22.2,50.7,0.005
11:02:00 am,var temp & humid,On,0.007065172,Off,0.019,27,78.3,0.004
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
3:50:00 pm,warm & dry,Off,0.007718274,Off,0.021,22.2,50.7,0.005
6:14:00 pm,cold & wet,Off,0.004931918,Off,0.013,19.5,75.2,0.003
8:38:00 pm,warm & dry,Off,0.007744104,Off,0.021,22.2,50.6,0.005
11:02:00 pm,var temp & humid,On,0.007009459,Off,0.019,27,78.2,0.004
1:26:00 am,warm & dry,Off,0.007723043,Off,0.021,22.2,50.6,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.2,0.003
6:14:00 am,var temp & humid,On,0.007065172,Off,0.019,27,78.1,0.004
8:38:00 am,warm & dry,Off,0.007706873,Off,0.021,22.2,50.5,0.005
11:02:00 am,warm & dry,Off,0.007700449,Off,0.021,22.2,50.4,0.005
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.3,0.003
3:50:00 pm,warm & dry,Off,0.007723043,Off,0.021,22.2,50.3,0.005
6:14:00 pm,var temp & humid,On,0.007116874,Off,0.019,27,78,0.004
8:38:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,75.3,0.003
11:02:00 pm,warm & dry,Off,0.007727928,Off,0.021,22.2,50.3,0.005
1:26:00 am,var temp & humid,On,0.007133461,Off,0.019,27,77.9,0.004
3:50:00 am,warm & dry,Off,0.007700495,Off,0.021,22.2,50.2,0.005
6:14:00 am,cold & wet,Off,0.005052672,Off,0.013,19.5,75.3,0.003
8:38:00 am,warm & dry,Off,0.007719898,Off,0.021,22.2,50.2,0.005
11:02:00 am,var temp & humid,On,0.006952255,Off,0.018,27,78.1,0.004
1:26:00 pm,warm & dry,Off,0.007734426,Off,0.021,22.2,50.3,0.005
3:50:00 pm,var temp & humid,On,0.007009459,Off,0.019,27,77.9,0.004
6:14:00 pm,warm & dry,Off,0.007684441,Off,0.021,22.3,50.4,0.005
8:38:00 pm,var temp & humid,On,0.007046582,Off,0.019,27,77.9,0.004
11:02:00 pm,warm & dry,Off,0.007702115,Off,0.021,22.2,50.4,0.005
1:26:00 am,var temp & humid,On,0.006961354,Off,0.018,27,77.9,0.004
3:50:00 am,warm & dry,Off,0.007708541,Off,0.021,22.2,50.5,0.005
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
8:38:00 am,var temp & humid,On,0.007245524,Off,0.019,27,78,0.005
11:02:00 am,warm & dry,Off,0.00771981,Off,0.021,22.2,50.7,0.005
1:26:00 pm,warm & dry,Off,0.007726254,Off,0.021,22.2,51,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.1,0.003
6:14:00 pm,warm & dry,Off,0.007732751,Off,0.021,22.2,51.1,0.005
8:38:00 pm,var temp & humid,On,0.006831423,Off,0.018,27,78,0.004
11:02:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,75.2,0.003
1:26:00 am,warm & dry,Off,0.007710122,Off,0.021,22.2,51.2,0.005
3:50:00 am,warm & dry,Off,0.007710122,Off,0.021,22.2,51.3,0.005
6:14:00 am,var temp & humid,On,0.006840238,Off,0.018,27,77.9,0.004
8:38:00 am,warm & dry,Off,0.00772309,Off,0.021,22.2,51.4,0.005
11:02:00 am,cold & wet,Off,0.005052672,Off,0.013,19.5,75.3,0.003
1:26:00 pm,var temp & humid,On,0.00690707,Off,0.018,27,77.9,0.004
3:50:00 pm,warm & dry,Off,0.007703883,Off,0.021,22.2,51.4,0.005
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.3,0.003
8:38:00 pm,warm & dry,Off,0.00768286,Off,0.021,22.2,51.4,0.005
11:02:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,75.4,0.003
1:26:00 am,warm & dry,Off,0.007723043,Off,0.021,22.2,51.3,0.005
3:50:00 am,var temp & humid,On,0.007079184,Off,0.019,27,77.9,0.004
6:14:00 am,warm & dry,Off,0.007689234,Off,0.021,22.3,51.3,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.4,0.003
11:02:00 am,var temp & humid,On,0.006991084,Off,0.019,27,77.9,0.004
1:26:00 pm,warm & dry,Off,0.007732751,Off,0.021,22.3,51.2,0.005
3:50:00 pm,cold & wet,Off,0.00497207,Off,0.013,19.5,75.4,0.003
6:14:00 pm,warm & dry,Off,0.007703695,Off,0.021,22.3,51.2,0.005
8:38:00 pm,var temp & humid,On,0.006961354,Off,0.018,27,77.9,0.004
11:02:00 pm,cold & wet,Off,0.004991855,Off,0.013,19.5,75.4,0.003
1:26:00 am,warm & dry,Off,0.007708682,Off,0.021,22.3,51.1,0.005
3:50:00 am,var temp & humid,On,0.006963631,Off,0.018,27,78,0.004
6:14:00 am,warm & dry,Off,0.007732751,Off,0.021,22.3,51.1,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.4,0.003
11:02:00 am,var temp & humid,On,0.006925101,Off,0.018,27,78,0.004
1:26:00 pm,warm & dry,Off,0.00769574,Off,0.021,22.3,51,0.005
3:50:00 pm,warm & dry,Off,0.007735967,Off,0.021,22.3,50.9,0.005
6:14:00 pm,var temp & humid,On,0.006961354,Off,0.018,27,77.9,0.004
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.7,0.003
11:02:00 pm,warm & dry,Off,0.007732751,Off,0.021,22.3,50.8,0.005
1:26:00 am,warm & dry,Off,0.007726254,Off,0.021,22.3,50.6,0.005
3:50:00 am,cold & wet,Off,0.005052672,Off,0.013,19.5,75.4,0.003
6:14:00 am,warm & dry,Off,0.007737666,Off,0.021,22.3,50.5,0.005
8:38:00 am,var temp & humid,On,0.00690707,Off,0.018,27,77.9,0.004
11:02:00 am,warm & dry,Off,0.007721483,Off,0.021,22.3,50.5,0.005
1:26:00 pm,var temp & humid,On,0.006963631,Off,0.018,27,77.2,0.004
3:50:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.5,75.4,0.003
6:14:00 pm,warm & dry,Off,0.007724669,Off,0.021,22.3,50.5,0.005
8:38:00 pm,var temp & humid,On,0.006963631,Off,0.018,27,77.9,0.004
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,19.5,75.5,0.003
1:26:00 am,warm & dry,Off,0.007740884,Off,0.021,22.3,50.5,0.005
3:50:00 am,warm & dry,Off,0.007757182,Off,0.021,22.3,50.6,0.005
6:14:00 am,cold & wet,Off,0.004991855,Off,0.013,19.5,75.5,0.003
8:38:00 am,warm & dry,Off,0.007740884,Off,0.021,22.3,50.7,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.5,0.003
1:26:00 pm,warm & dry,Off,0.007732792,Off,0.021,22.3,50.7,0.005
3:50:00 pm,var temp & humid,On,0.007009459,Off,0.019,27,77.9,0.004
6:14:00 pm,warm & dry,Off,0.007770204,Off,0.021,22.3,50.8,0.005
8:38:00 pm,var temp & humid,On,0.006981918,Off,0.019,27,77.9,0.004
11:02:00 pm,warm & dry,Off,0.007749028,Off,0.021,22.3,50.9,0.005
1:26:00 am,warm & dry,Off,0.007768579,Off,0.021,22.3,50.9,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,19.5,75.4,0.003
6:14:00 am,var temp & humid,On,0.006954528,Off,0.018,27,77.8,0.004
8:38:00 am,warm & dry,Off,0.007768579,Off,0.021,22.3,50.8,0.005
11:02:00 am,var temp & humid,On,0.006963631,Off,0.018,27,77.8,0.004
1:26:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.6,75.5,0.003
3:50:00 pm,warm & dry,Off,0.007768579,Off,0.021,22.3,50.7,0.005
6:14:00 pm,cold & wet,Off,0.005052672,Off,0.013,19.6,75.5,0.003
8:38:00 pm,var temp & humid,On,0.006963631,Off,0.018,27,78.2,0.004
11:02:00 pm,warm & dry,Off,0.007768579,Off,0.021,22.3,50.7,0.005
